订单号,聚类种类,食品区,饮料区,日用品区,电器区,礼品区,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,产生时刻
383,类别4,779,585,368,95,183,71,91,81,80,53,66,89,75,78,95,66,57,57,61,73,42,56,61,64,48,31,32,47,26,38,32,41,50,31,40,12,8,6,7,8,12,8,9,13,12,15,17,21,21,22,10,13,26,16,22,12002
385,类别4,769,549,396,80,202,66,83,78,80,74,94,92,78,60,64,57,42,61,56,63,47,62,46,58,57,38,35,41,38,48,45,27,51,39,34,12,8,8,7,8,5,7,6,10,9,22,22,16,16,20,19,25,19,19,24,12041
390,类别4,810,562,417,106,222,62,84,84,93,82,91,81,74,71,88,65,51,54,52,57,67,67,53,47,49,45,48,48,41,35,45,47,31,39,38,12,6,12,11,13,9,18,9,10,6,28,30,26,11,18,25,20,10,29,25,12077
394,类别4,823,557,389,107,207,83,89,67,84,75,83,90,77,87,88,65,56,63,48,60,50,53,49,53,60,42,44,37,40,39,37,40,37,41,32,9,15,10,15,11,13,5,13,8,8,20,25,27,22,21,22,20,14,16,20,12201
399,类别4,825,565,407,98,193,87,66,86,100,68,97,82,78,90,71,49,54,56,57,45,58,68,63,67,48,42,33,33,27,46,40,43,47,53,43,6,5,8,9,10,10,14,8,12,16,14,22,22,21,25,21,14,19,18,17,12393
400,类别4,807,568,419,92,225,81,83,74,79,88,69,75,84,100,74,47,58,76,63,65,48,62,57,43,49,45,48,44,46,35,37,42,49,34,39,8,13,10,12,3,15,7,10,4,10,23,20,30,22,23,20,23,13,21,30,12402
402,类别4,804,558,419,96,222,82,82,81,90,67,67,72,79,90,94,55,49,57,46,57,55,55,50,62,72,43,36,35,54,35,43,49,41,38,45,8,6,9,11,12,5,12,13,10,10,18,23,29,17,23,18,23,24,27,20,12456
404,类别4,788,595,419,90,218,60,74,70,86,73,87,83,91,77,87,70,65,67,55,55,66,54,44,72,47,41,36,48,52,44,50,32,33,40,43,10,8,15,10,7,7,6,6,6,15,26,19,21,18,22,30,21,19,29,13,12627
406,类别4,786,592,386,90,209,83,78,75,80,81,89,70,79,84,67,54,62,58,64,61,56,46,58,59,74,45,37,40,53,34,31,37,34,41,34,14,9,13,8,11,6,7,7,7,8,20,23,26,18,24,24,13,18,19,24,12644
408,类别4,803,589,372,105,204,80,79,75,69,85,84,84,81,90,76,61,61,53,65,54,61,54,64,69,47,37,44,30,38,38,34,42,37,36,36,18,6,8,13,9,7,11,12,14,7,29,17,24,12,19,18,17,21,23,24,12681
410,类别4,804,575,414,93,226,99,77,72,76,83,88,73,80,79,77,46,63,52,55,55,60,66,59,57,62,49,43,47,38,26,49,42,48,39,33,10,7,7,6,9,11,15,9,8,11,26,22,20,24,18,25,29,23,19,20,12695
412,类别4,773,570,420,104,174,93,77,79,70,79,65,72,68,94,76,64,57,51,59,50,55,62,48,67,57,33,44,37,49,40,49,41,54,40,33,7,12,14,13,14,6,8,7,9,14,19,19,11,17,11,14,17,26,15,25,12937
413,类别4,767,554,439,84,211,73,69,74,63,97,86,85,71,79,70,52,54,49,55,67,52,55,57,57,56,45,56,46,50,42,40,47,38,36,39,10,6,7,10,9,6,10,11,5,10,20,24,20,35,24,22,12,16,17,21,13004
416,类别4,796,588,397,103,206,83,74,74,99,77,59,77,82,84,87,69,66,65,59,58,52,55,51,48,65,49,35,26,41,37,41,52,38,38,40,8,11,8,14,13,12,9,10,4,14,28,16,20,20,27,21,19,15,16,24,13072
421,类别4,781,549,390,111,184,75,81,87,77,79,72,69,76,85,80,59,64,48,60,64,52,37,56,56,53,37,44,36,37,37,43,29,37,44,46,7,13,13,8,9,15,13,9,9,15,24,18,15,19,17,20,13,21,12,25,13226
426,类别4,775,557,403,105,198,73,80,78,82,70,76,93,65,74,84,48,66,58,54,57,69,46,54,52,53,50,51,42,33,39,42,41,36,22,47,9,12,10,6,13,14,12,14,8,7,21,15,23,23,18,25,20,16,21,16,13405
427,类别4,788,575,400,98,193,73,86,68,77,69,81,87,85,81,81,65,55,69,63,78,51,44,42,58,50,36,40,33,46,43,34,50,34,42,42,8,10,5,14,10,13,5,7,17,9,22,17,14,17,21,23,30,11,21,17,13439
434,类别4,793,578,398,96,222,73,75,76,100,89,86,82,71,70,71,61,62,57,60,68,54,50,60,54,52,50,59,39,31,36,41,39,34,25,44,16,4,13,6,10,11,7,5,12,12,26,18,21,29,30,21,19,22,15,21,13580
435,类别4,791,591,401,106,213,72,84,70,76,71,68,92,81,99,78,70,55,78,52,55,52,79,53,48,49,40,50,38,45,39,37,37,43,34,38,6,11,15,15,10,13,9,8,14,5,15,25,23,28,21,19,20,21,22,19,13617
439,类别4,785,543,389,91,211,75,79,74,90,71,75,64,76,81,100,41,61,49,55,55,60,58,53,54,57,36,43,34,39,43,25,42,42,43,42,8,8,12,8,9,8,10,7,13,8,24,24,19,19,21,25,24,23,21,11,13828
442,类别4,787,564,384,95,192,85,100,76,74,67,84,77,81,69,74,55,46,61,54,57,50,59,49,60,73,42,36,44,39,41,26,38,42,31,45,9,12,8,5,13,6,10,8,16,8,17,23,21,20,23,20,17,23,15,13,13919
449,类别4,799,586,398,94,202,82,84,87,77,79,76,93,76,67,78,64,56,56,71,56,55,56,51,63,58,44,41,36,38,39,50,31,34,41,44,10,9,11,11,8,10,5,10,8,12,23,19,25,25,14,20,20,26,12,18,14152
452,类别4,787,578,393,101,206,84,77,81,85,81,65,73,79,75,87,66,44,47,67,67,50,51,73,60,53,50,43,36,39,32,37,39,28,44,45,9,10,4,7,14,6,19,10,11,11,23,25,16,20,20,23,23,19,20,17,14219
453,类别4,814,570,385,107,195,80,69,85,88,94,78,72,93,69,86,54,56,53,44,57,51,68,54,70,63,49,33,38,27,33,34,36,51,40,44,8,15,8,10,10,11,14,15,9,7,16,20,22,19,18,19,13,25,17,26,14222
454,类别4,808,581,421,98,205,71,62,84,86,82,78,81,80,84,100,50,59,60,70,53,50,73,60,58,48,39,49,39,53,39,35,42,37,49,39,10,6,17,9,7,12,8,13,7,9,25,20,18,18,19,18,15,26,20,26,14224
455,类别4,789,532,393,80,190,82,93,65,82,75,81,85,71,78,77,56,53,56,44,48,43,57,53,58,64,36,33,25,47,57,32,39,33,50,41,10,11,10,9,9,10,5,7,5,4,17,23,17,21,22,27,22,13,10,18,14230
459,类别4,805,600,435,109,202,95,73,83,73,85,81,75,84,79,77,70,52,69,57,56,63,57,57,70,49,36,47,46,47,46,43,40,44,48,38,9,9,11,10,7,15,12,11,9,16,23,19,22,26,16,16,18,22,21,19,14376
463,类别4,807,599,389,99,201,91,63,96,82,84,76,82,79,74,80,82,52,59,49,56,54,72,66,63,46,37,40,36,41,40,34,38,35,47,41,9,15,6,10,14,7,8,11,8,11,18,23,17,31,26,18,13,15,21,19,14770
468,类别4,779,573,374,96,203,67,77,79,77,78,80,65,92,85,79,51,70,64,51,65,58,57,53,56,48,39,35,41,30,42,31,45,37,34,40,14,6,10,15,6,13,7,6,7,12,31,14,25,21,13,13,19,14,26,27,14880
469,类别4,791,583,411,90,202,85,74,77,89,62,80,77,96,69,82,53,74,62,53,61,51,47,67,67,48,39,52,43,39,34,54,40,39,24,47,12,4,11,8,11,9,11,10,4,10,24,23,21,16,22,16,19,26,15,20,14912
471,类别4,813,556,442,100,172,85,67,78,76,91,99,79,81,82,75,51,50,55,56,60,56,51,64,52,61,44,32,54,42,43,53,30,49,52,43,13,10,3,11,12,5,7,12,18,9,15,21,17,21,19,15,13,11,19,21,14930
475,类别4,783,559,400,120,192,83,70,77,84,82,76,71,92,70,78,43,68,61,56,58,65,61,58,51,38,35,42,50,36,44,36,38,33,44,42,10,12,16,10,12,13,15,12,12,8,22,19,21,20,16,22,18,24,22,8,15034
476,类别4,807,552,390,108,200,87,93,75,87,67,81,79,82,82,74,56,65,54,45,63,52,73,43,53,48,45,36,50,38,36,39,38,41,29,38,9,15,7,8,14,11,11,11,13,9,20,20,22,19,20,17,19,20,20,23,15047
477,类别4,802,575,404,130,200,78,68,85,77,77,76,87,78,86,90,57,68,74,58,44,57,56,55,49,57,42,46,45,42,31,44,42,37,32,43,17,9,7,14,9,12,7,22,10,23,16,17,21,21,23,18,20,29,19,16,15077
479,类别4,796,569,375,123,212,84,76,100,86,65,64,78,100,86,57,59,51,59,66,58,55,59,63,54,45,40,31,52,36,37,41,35,37,39,27,7,14,12,10,10,13,16,16,12,13,21,25,25,20,19,20,19,19,22,22,15162
483,类别4,785,586,394,103,176,71,83,76,85,74,83,71,72,97,73,50,46,65,59,67,59,61,58,61,60,44,46,30,42,35,39,44,38,37,39,13,8,14,7,5,9,13,9,14,11,18,19,16,17,16,14,22,17,17,20,15237
484,类别4,807,557,381,84,218,94,88,76,71,70,88,84,76,87,73,60,60,54,58,57,57,46,59,53,53,38,44,43,30,38,38,39,40,37,34,4,11,8,7,8,8,9,13,9,7,25,14,23,22,28,20,18,21,23,24,15277
485,类别4,786,589,366,77,205,85,82,87,68,76,85,67,71,81,84,57,65,55,55,55,62,58,65,66,51,31,36,41,35,31,34,34,46,41,37,8,9,9,8,7,7,7,9,6,7,29,26,13,23,21,17,19,19,20,18,15303
489,类别4,808,602,423,97,203,89,73,85,78,78,91,74,82,77,81,59,62,66,56,70,61,58,50,57,63,41,28,38,37,47,46,46,56,46,38,10,5,10,12,13,12,7,5,13,10,16,18,19,17,22,20,21,27,22,21,15340
490,类别4,811,602,410,111,202,84,84,90,68,94,68,81,82,82,78,46,55,49,61,65,75,62,65,56,68,43,37,46,36,41,47,35,42,46,37,3,10,8,21,9,16,16,6,10,12,25,16,22,16,24,18,19,23,21,18,15349
491,类别4,806,553,406,111,176,65,96,77,69,86,78,87,82,77,89,65,60,49,49,54,64,42,57,51,62,36,33,38,42,58,36,26,47,45,45,13,15,4,9,19,13,13,8,8,9,15,26,20,21,12,16,12,18,18,18,15360
492,类别4,797,571,429,112,198,88,72,86,81,81,67,94,74,78,76,41,67,62,51,62,72,49,63,60,44,42,41,49,40,47,56,31,44,40,39,9,13,21,8,10,13,15,7,8,8,20,15,17,17,24,15,21,23,26,20,15398
495,类别4,805,579,389,115,216,74,94,73,78,79,83,85,79,85,75,57,52,57,58,51,61,68,61,63,51,37,31,38,35,48,39,39,56,24,42,9,14,11,9,10,12,14,16,8,12,22,24,17,27,21,19,24,22,21,19,15440
501,类别4,803,577,396,93,185,85,74,82,100,76,73,85,74,75,79,47,52,48,45,57,70,75,66,64,53,34,46,45,38,39,41,49,34,33,37,10,12,10,10,8,7,9,10,12,5,15,12,14,29,18,25,19,23,14,16,15523
504,类别4,800,584,402,79,197,83,67,87,84,84,68,90,87,74,76,62,65,57,61,47,45,62,57,63,65,47,50,31,38,42,35,29,46,42,42,9,9,11,6,9,5,9,11,4,6,23,17,17,21,17,22,14,15,27,24,15705
515,类别4,799,575,396,106,206,80,70,88,84,78,72,92,87,80,68,55,52,59,67,62,51,56,65,63,45,43,32,36,41,46,41,41,38,37,41,12,8,12,9,12,10,10,15,12,6,18,28,18,20,22,22,17,23,18,20,16086
520,类别4,802,558,360,97,197,69,92,71,83,85,68,95,76,86,77,52,58,65,61,48,61,46,57,58,52,44,32,40,34,56,28,24,38,31,33,8,11,13,8,11,5,11,10,11,9,32,18,21,19,10,17,23,18,17,22,16214
522,类别4,799,597,422,96,191,85,87,80,85,90,75,64,95,64,74,63,57,62,52,61,62,56,55,64,65,48,36,42,37,32,42,56,48,37,44,10,10,6,10,11,6,12,5,10,16,18,17,15,21,21,21,24,21,17,16,16220
528,类别4,821,583,377,123,191,82,95,70,87,84,69,90,89,74,81,58,56,57,65,55,63,56,57,55,61,33,48,40,31,28,35,33,59,38,32,15,13,5,13,12,12,8,14,24,7,13,25,20,19,10,21,25,22,23,13,16546
534,类别4,813,587,386,101,196,83,88,79,87,79,100,73,77,80,67,53,53,59,64,72,58,59,63,51,55,41,31,38,28,36,43,47,46,38,38,12,17,7,5,10,11,4,16,6,13,20,24,20,19,18,17,18,17,22,21,16741
538,类别4,802,599,405,110,190,83,75,77,86,82,92,81,63,65,98,49,59,75,58,60,62,60,48,49,79,40,43,47,30,39,47,33,40,40,46,15,12,9,16,8,10,9,12,10,9,15,23,17,27,14,17,25,18,15,19,16756
541,类别4,798,592,422,96,202,86,80,78,70,92,63,90,78,85,76,66,69,52,62,52,53,59,63,55,61,40,41,30,35,44,44,51,51,40,46,9,18,12,10,7,12,5,9,5,9,23,27,10,20,36,17,16,13,19,21,16886
543,类别4,796,600,387,94,214,79,94,89,76,83,81,82,67,74,71,54,84,62,52,55,60,67,35,66,65,47,32,33,36,36,35,26,46,51,45,7,7,6,7,9,18,12,7,11,10,22,27,21,18,21,21,21,20,19,24,16910
545,类别4,788,579,374,92,178,79,86,74,77,81,68,89,63,86,85,49,46,61,63,61,65,45,81,51,57,41,39,30,40,25,36,37,57,32,37,19,4,5,12,15,4,7,8,9,9,18,18,14,12,20,22,15,19,23,17,16955
546,类别4,767,558,386,86,222,76,79,91,82,76,86,64,83,68,62,58,53,56,57,56,57,60,51,59,51,42,49,38,31,46,34,33,37,37,39,6,6,11,9,7,8,6,15,7,11,19,14,19,20,29,26,28,24,25,18,17001
548,类别4,786,576,404,101,174,66,78,83,78,78,86,66,84,92,75,54,49,61,52,64,52,63,67,52,62,39,33,36,36,44,48,43,37,38,50,11,9,12,9,12,9,10,11,8,10,27,9,18,15,22,12,23,19,14,15,17031
549,类别4,807,572,435,102,222,75,85,67,100,76,63,78,100,79,84,49,60,49,41,59,64,57,69,70,54,41,40,32,50,58,37,46,47,46,38,10,12,11,3,11,11,12,10,13,9,30,11,21,24,20,23,24,21,26,22,17033
550,类别4,818,578,368,105,199,77,85,89,79,81,75,85,70,97,80,49,60,61,48,54,66,61,56,57,66,34,34,43,34,28,30,44,34,44,43,7,9,7,10,11,14,14,12,16,5,18,19,19,19,18,19,26,24,20,17,17041
555,类别4,780,586,384,95,205,86,61,63,75,96,88,70,61,81,99,37,55,55,72,57,61,52,59,61,77,42,43,35,32,35,30,53,46,33,35,9,10,13,6,12,10,7,6,11,11,27,23,24,23,17,12,18,20,18,23,17252
557,类别4,817,582,418,93,186,82,87,69,80,80,84,76,99,70,90,55,52,61,62,43,68,65,53,68,55,48,42,42,42,43,46,36,41,39,39,9,8,6,11,10,6,13,7,11,12,26,11,12,13,18,19,23,26,20,18,17363
558,类别4,807,599,383,105,197,85,76,78,74,72,88,79,71,84,100,58,64,55,48,64,65,51,61,77,56,35,47,37,40,31,32,39,38,42,42,10,6,12,13,13,11,10,11,10,9,20,19,21,22,16,24,17,15,21,22,17369
559,类别4,789,583,393,96,203,73,78,70,81,72,88,84,66,89,88,53,53,67,59,58,46,56,66,64,61,43,42,38,37,36,42,36,40,38,41,11,10,6,16,9,5,14,11,9,5,18,20,19,21,20,19,23,28,22,13,17385
561,类别4,791,599,411,103,187,94,81,61,83,78,86,91,66,81,70,71,62,46,56,52,63,59,56,76,58,45,40,43,39,42,35,35,39,48,45,13,8,8,14,7,15,9,14,7,8,19,17,18,13,29,15,23,23,21,9,17423
563,类别4,813,586,409,89,193,74,77,86,78,72,92,90,85,81,78,61,54,62,66,61,54,61,63,51,53,35,51,34,35,42,42,41,34,51,44,5,10,5,10,12,12,8,10,6,11,16,18,22,21,20,23,25,15,19,14,17497
567,类别4,812,584,392,98,221,73,83,72,81,78,84,84,85,94,78,69,54,52,61,59,57,59,63,51,59,37,34,34,36,39,39,36,34,45,58,7,3,11,6,15,9,12,13,12,10,19,24,19,20,19,17,23,28,27,25,17684
569,类别4,805,594,404,82,217,85,75,80,59,90,85,71,78,82,100,55,65,57,49,77,66,57,59,46,63,33,40,41,41,46,44,29,38,46,46,5,7,9,10,7,10,8,11,7,8,18,20,24,17,29,27,15,22,19,26,17779
577,类别4,788,597,397,103,210,83,84,71,80,87,71,80,67,74,91,48,70,61,60,70,59,64,50,61,54,46,50,46,39,42,28,36,34,36,40,7,7,13,12,12,13,13,7,5,14,15,19,25,19,21,17,17,25,26,26,18006
578,类别4,813,585,400,93,180,80,75,77,75,92,83,73,86,81,91,57,59,69,55,52,58,54,54,56,71,37,40,40,47,39,37,29,39,43,49,9,7,6,7,12,9,9,10,16,8,21,17,18,18,14,19,13,24,19,17,18017
581,类别4,791,586,391,94,198,74,91,76,87,70,65,85,72,88,83,51,62,67,60,65,65,49,54,58,55,38,35,40,46,41,37,40,38,42,34,9,14,2,10,10,5,14,11,8,11,17,24,21,18,23,22,20,11,24,18,18127
586,类别4,800,601,392,98,205,79,72,73,94,100,70,75,64,90,83,58,59,52,68,60,66,56,72,65,45,39,48,30,29,42,48,38,42,33,43,9,17,10,10,12,6,3,11,10,10,22,28,17,19,22,20,14,22,24,17,18414
587,类别4,807,597,384,101,228,79,84,72,86,88,90,81,87,79,61,60,57,53,58,54,57,66,55,69,68,42,31,33,41,39,37,47,32,49,33,10,7,12,12,11,10,11,12,9,7,26,22,18,28,26,18,21,22,21,26,18429
589,类别4,819,581,423,95,196,78,75,75,76,85,78,100,87,76,89,57,49,62,53,57,68,59,63,65,48,35,50,44,48,44,34,47,45,39,37,8,10,9,11,10,10,5,13,8,11,25,23,14,19,16,16,21,23,20,19,18493
592,类别4,782,580,417,105,208,64,70,91,75,76,97,75,80,73,81,61,52,66,59,56,54,70,61,47,54,35,29,42,48,40,61,44,41,38,39,7,11,10,9,11,10,10,9,14,14,15,17,24,29,23,22,20,21,14,23,18671
593,类别4,799,588,436,91,182,87,77,73,85,71,81,76,75,88,86,63,66,55,69,51,59,56,69,51,49,45,34,53,57,43,37,32,48,37,50,8,14,12,12,6,13,4,7,8,7,19,20,20,23,22,15,14,17,17,15,18726
595,类别4,816,582,387,102,196,82,77,89,69,77,96,81,87,78,80,61,52,51,58,69,47,52,55,64,73,35,45,44,24,33,49,30,45,40,42,10,10,6,7,10,14,11,14,7,13,21,20,19,15,18,15,19,23,27,19,18807
596,类别4,791,593,378,114,201,77,75,88,82,77,74,90,84,67,77,61,75,71,52,57,42,56,63,59,57,41,38,31,30,41,50,42,37,35,33,13,9,8,11,19,7,6,15,13,13,25,19,13,23,19,20,25,25,17,15,18876
603,类别4,803,578,399,130,207,98,76,77,84,83,81,84,75,72,73,60,63,64,61,45,56,60,50,61,58,38,39,26,33,41,40,46,41,49,46,9,19,16,9,7,16,10,17,17,10,12,16,16,31,21,19,16,23,27,26,19010
604,类别4,799,579,377,106,191,90,92,82,72,62,79,83,74,74,91,67,52,57,52,61,57,46,52,69,66,39,42,32,42,29,30,44,34,43,42,12,12,12,8,9,10,5,9,13,16,11,20,11,21,20,30,20,19,21,18,19025
606,类别4,800,589,428,77,182,100,82,90,78,85,61,73,69,76,86,75,70,59,61,66,58,49,56,45,50,39,46,44,52,35,41,45,43,36,47,7,3,8,6,11,8,5,13,9,7,14,16,15,14,15,18,27,25,19,19,19111
611,类别4,804,598,406,108,218,86,82,81,78,82,72,83,74,83,83,57,59,60,51,73,56,63,66,60,53,40,38,36,33,45,51,36,42,42,43,10,6,19,15,10,11,8,11,7,11,19,21,19,35,27,23,16,16,18,24,19334
612,类别4,810,587,340,92,196,62,82,72,97,90,63,81,78,86,99,63,60,54,62,50,61,52,62,58,65,31,29,20,33,36,40,34,46,45,26,11,8,8,11,18,6,8,11,7,4,15,18,17,20,24,25,20,12,28,17,19370
615,类别4,801,572,384,96,197,73,78,81,87,63,90,82,77,71,99,55,50,57,55,45,70,61,65,58,56,44,31,34,42,30,35,41,42,42,43,11,7,10,13,4,8,14,11,8,10,16,16,19,22,22,24,14,24,17,23,19463
619,类别4,781,560,396,94,183,91,78,76,75,68,74,86,73,83,77,57,53,47,70,47,49,66,58,58,55,49,56,33,42,37,44,40,38,32,25,10,12,11,8,8,7,10,13,8,7,22,29,18,21,17,15,15,18,12,16,19617
623,类别4,803,601,412,75,222,66,77,83,80,69,63,76,89,100,100,68,66,65,49,65,63,63,45,57,60,40,44,43,39,36,44,41,46,41,38,6,4,5,8,6,14,8,8,6,10,14,25,21,24,26,26,18,24,20,24,19688
627,类别4,800,591,370,87,212,76,90,79,86,74,66,77,88,87,77,76,46,52,70,49,72,56,55,71,44,36,45,37,31,29,40,38,34,37,43,18,10,10,5,11,7,7,4,7,8,15,30,20,18,20,28,20,26,15,20,19812
628,类别4,797,581,411,100,199,87,80,83,69,87,86,79,73,79,74,56,56,65,60,50,76,57,56,54,51,40,37,39,46,46,42,38,44,42,37,13,10,9,10,6,12,4,14,12,10,22,24,20,15,15,10,29,22,24,18,19845
629,类别4,829,562,405,93,218,91,84,71,76,82,85,81,98,79,82,44,51,69,45,54,53,71,72,57,46,39,37,45,39,51,39,37,40,46,32,10,10,12,8,9,8,6,12,7,11,20,24,21,27,22,20,18,18,28,20,19883
633,类别4,779,580,363,107,165,61,90,92,87,72,62,79,79,71,86,64,57,60,54,50,53,67,62,64,49,46,39,44,36,29,28,42,37,37,25,9,14,15,11,7,12,14,3,17,5,11,15,19,15,21,16,17,13,22,16,20047
638,类别4,816,569,378,94,211,82,80,82,70,93,88,83,73,83,82,65,39,65,71,52,56,67,51,46,57,31,35,46,37,29,40,39,48,36,37,9,13,12,8,5,8,10,8,13,8,18,18,18,23,29,17,25,20,25,18,20172
642,类别4,812,586,422,93,187,91,89,93,83,83,76,71,67,59,100,63,61,41,58,55,52,64,62,75,55,40,42,34,43,41,47,45,43,48,39,10,8,11,7,7,13,11,8,9,9,16,19,25,20,8,26,14,14,28,17,20360
648,类别4,787,589,407,101,195,83,85,79,90,73,70,91,81,64,71,59,71,61,49,67,60,63,42,62,55,37,49,51,35,35,44,41,35,48,32,10,7,13,10,14,10,8,9,8,12,16,25,21,21,19,21,17,12,23,20,20568
649,类别4,833,558,384,115,199,91,71,90,85,72,70,92,89,84,89,46,57,63,50,64,57,68,54,52,47,31,40,43,37,37,41,40,42,33,40,7,11,14,15,10,11,11,15,8,13,11,23,27,20,17,22,12,19,20,28,20601
654,类别4,804,600,395,104,182,66,73,93,68,100,88,80,76,80,80,64,56,58,52,66,61,67,66,53,57,41,39,33,34,33,43,31,57,46,38,12,8,11,11,20,7,7,10,10,8,17,16,13,17,33,13,24,13,14,22,20743
655,类别4,786,566,433,100,197,95,79,77,71,70,81,75,63,84,91,51,68,58,51,56,58,66,55,54,49,44,47,38,46,46,45,45,37,44,41,9,7,13,15,14,8,10,9,6,9,21,19,19,25,20,14,21,26,16,16,20773
656,类别4,814,580,397,100,216,76,86,84,73,83,75,77,83,85,92,59,54,58,60,53,62,63,57,50,64,48,38,37,36,36,43,36,40,37,46,13,9,8,9,10,8,7,18,9,9,20,19,26,20,27,20,18,21,18,27,20795
658,类别4,810,589,426,112,200,77,93,87,79,91,90,76,66,84,67,56,52,60,61,60,59,57,64,67,53,38,40,37,41,40,48,29,44,48,61,16,10,7,7,10,9,13,16,11,13,20,21,17,18,16,28,20,25,20,15,20805
663,类别4,800,576,402,99,195,80,83,72,79,84,73,75,100,79,75,51,59,58,60,70,45,62,69,48,54,30,42,33,35,54,42,48,36,34,48,6,11,14,9,12,10,9,14,6,8,14,23,26,16,17,20,15,19,22,23,20980
664,类别4,786,566,407,105,231,78,82,69,73,100,72,80,86,75,71,57,63,55,55,57,49,53,62,49,66,33,34,46,43,46,33,37,49,48,38,11,11,13,19,9,6,10,2,10,14,22,25,30,18,18,24,23,30,21,20,20994
665,类别4,783,582,383,109,211,69,56,87,96,75,86,80,85,71,78,69,66,60,65,57,49,45,66,54,51,30,45,33,43,36,34,42,39,46,35,11,12,15,15,10,14,7,7,11,7,19,23,22,20,21,16,22,34,21,13,20998
667,类别4,778,515,425,108,186,65,71,89,72,86,81,78,77,90,69,46,42,52,46,54,50,49,62,52,62,35,46,46,47,46,48,34,41,37,45,8,11,17,9,18,7,7,8,12,11,14,29,22,16,14,10,25,19,19,18,21009
671,类别4,807,584,385,86,171,72,77,91,85,85,87,81,79,70,80,60,49,60,62,56,54,67,55,58,63,40,44,40,38,35,40,35,36,42,35,12,10,8,5,10,9,9,6,9,8,15,13,16,23,23,14,13,21,19,14,21106
676,类别4,787,578,371,114,179,77,70,83,82,72,80,85,75,79,84,57,62,52,49,62,58,61,57,62,58,35,31,30,39,35,35,48,40,42,36,12,10,11,12,14,17,9,8,10,11,18,25,15,24,14,8,24,11,22,18,21238
680,类别4,789,575,398,98,191,79,81,78,73,93,80,71,73,77,84,51,54,69,54,65,55,71,57,48,51,41,40,45,38,37,36,34,41,49,37,6,10,7,15,17,7,9,9,10,8,26,15,16,13,22,21,18,20,21,19,21381
681,类别4,817,582,439,92,186,81,80,88,72,81,75,72,83,99,86,62,52,65,59,64,55,53,56,56,60,42,43,33,49,44,47,37,48,57,39,10,11,8,11,7,5,8,10,8,14,18,17,18,21,15,29,17,23,17,11,21395
682,类别4,803,563,386,112,192,87,86,99,62,81,81,74,59,93,81,62,65,59,50,59,53,51,52,52,60,46,29,35,29,41,34,46,34,40,52,13,14,5,9,9,14,14,13,9,12,22,18,18,18,18,22,17,23,22,14,21551
683,类别4,751,536,418,91,186,92,75,96,58,64,81,95,48,71,71,55,60,51,48,55,58,51,57,61,40,38,42,48,40,48,41,34,50,40,37,7,8,14,7,7,12,9,11,9,7,19,17,23,14,16,17,16,23,24,17,21621
685,类别4,805,602,374,106,239,86,69,68,85,97,68,79,81,87,85,56,67,61,45,53,61,68,55,62,74,35,37,42,35,41,33,40,43,35,33,12,16,7,10,6,11,17,10,10,7,18,24,27,23,21,31,29,21,22,23,21632
687,类别4,809,593,417,95,211,79,64,79,86,73,83,75,100,85,85,62,56,68,48,68,59,54,64,58,56,42,58,27,38,42,34,41,52,46,37,8,10,11,16,10,7,14,5,10,4,16,25,26,27,13,20,24,17,21,22,21646
688,类别4,782,576,414,104,222,75,71,95,77,66,76,78,77,92,75,51,53,56,54,58,58,61,64,47,74,38,52,38,35,37,40,44,36,49,45,3,8,11,11,11,10,13,16,9,12,21,26,18,21,21,26,29,26,15,19,21659
691,类别4,804,554,365,109,195,71,77,64,78,84,91,88,88,71,92,66,44,56,58,58,46,53,61,57,55,31,46,38,43,37,32,30,37,32,39,10,10,9,10,11,6,14,14,10,15,35,16,17,19,16,15,24,14,18,21,21736
692,类别4,784,581,400,110,170,74,81,72,81,76,80,68,91,81,80,53,67,50,45,56,69,62,63,71,45,40,32,33,53,33,50,45,41,37,36,15,11,10,11,9,11,7,11,11,14,17,18,15,19,15,15,23,19,15,14,21764
693,类别4,786,571,348,95,208,95,87,80,66,80,80,75,82,79,62,59,55,52,57,65,65,60,47,51,60,32,38,32,36,40,32,33,42,36,27,13,7,5,11,10,14,9,13,5,8,16,18,25,24,20,18,21,17,22,27,21816
698,类别4,781,572,366,100,185,73,63,82,83,81,83,72,84,78,82,54,57,53,57,40,66,64,58,58,65,30,47,40,34,37,27,35,46,37,33,18,8,10,10,9,7,7,11,11,9,20,17,11,23,20,20,22,22,12,18,21904
699,类别4,792,558,418,84,199,83,83,77,78,74,79,87,77,85,69,69,51,60,55,63,51,53,55,53,48,39,37,55,51,52,35,37,41,36,35,6,13,8,7,11,10,7,6,7,9,16,20,22,16,16,19,19,18,33,20,21913
701,类别4,796,565,387,104,213,89,91,76,66,72,80,87,73,76,86,64,65,53,63,69,43,58,53,39,58,34,33,40,30,37,50,41,37,44,41,6,13,15,12,9,9,11,8,10,11,27,20,20,17,19,28,14,24,18,26,22012
706,类别4,811,594,419,96,211,78,80,75,76,85,76,74,100,85,82,51,45,49,69,50,69,71,63,59,68,36,33,54,50,32,44,46,43,48,33,8,2,11,11,12,3,14,10,13,12,17,19,17,26,23,14,27,13,23,32,22138
