订单号,聚类种类,食品区,饮料区,日用品区,电器区,礼品区,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,产生时刻
554,类别1,771,621,398,93,208,73,71,76,66,81,80,73,93,88,70,60,56,63,69,63,55,55,61,78,61,36,37,38,46,35,50,36,34,43,43,14,8,8,10,7,7,11,11,9,8,18,14,21,20,21,28,17,20,27,22,17202
564,类别1,771,627,421,82,213,74,73,85,81,80,78,80,80,76,64,78,56,59,75,52,58,65,54,63,67,34,41,52,45,41,40,43,49,43,33,4,8,6,8,11,10,6,11,9,9,19,23,25,19,25,12,20,23,19,28,17521
572,类别1,768,626,368,91,216,95,64,77,74,87,70,69,92,65,75,70,57,63,65,53,61,72,59,56,70,34,36,35,31,31,32,40,33,47,49,3,10,11,7,9,8,10,10,9,14,17,26,28,17,25,28,16,13,22,24,17832
579,类别1,754,570,386,100,184,77,81,68,78,67,66,85,86,66,80,58,57,50,60,67,55,44,51,52,76,39,41,35,33,30,49,39,42,36,42,10,7,8,15,12,11,10,10,3,14,17,15,18,13,27,16,22,21,20,15,18087
594,类别1,730,624,400,103,203,63,67,80,100,76,63,63,80,77,61,66,65,75,73,48,69,53,56,66,53,31,49,39,45,38,42,40,47,41,28,11,10,5,13,11,9,12,8,11,13,18,23,19,24,19,25,19,18,18,20,18782
599,类别1,757,604,401,101,197,70,81,85,70,66,78,75,72,80,80,66,44,70,50,55,89,61,51,58,60,45,51,27,47,34,39,39,26,46,47,17,12,3,10,11,9,8,7,16,8,25,23,18,13,14,17,23,24,21,19,18960
600,类别1,781,599,402,120,207,74,83,77,69,82,93,71,84,73,75,57,61,60,59,49,55,65,65,63,65,34,45,43,36,35,42,41,33,45,48,9,14,7,11,16,6,14,13,19,11,16,28,18,17,30,19,21,22,20,16,18985
602,类别1,770,614,385,102,188,72,81,87,78,70,80,79,69,88,66,60,51,58,65,58,56,77,68,64,57,40,33,43,43,38,36,38,38,34,42,11,8,10,11,9,11,14,5,14,9,19,24,15,17,16,16,22,17,13,29,19002
607,类别1,753,594,394,92,213,68,63,81,74,84,89,64,67,75,88,71,63,64,47,47,63,50,62,55,72,43,46,41,33,39,34,40,36,36,46,6,7,9,11,5,8,9,12,13,12,22,43,16,10,21,19,25,23,16,18,19137
613,类别1,768,604,400,93,204,84,72,66,75,98,72,83,72,68,78,54,57,64,52,65,61,59,61,58,73,43,34,41,28,48,39,41,47,39,40,11,8,9,7,8,9,13,9,10,9,14,21,24,17,27,22,14,17,22,26,19397
614,类别1,772,618,371,96,177,78,84,74,79,92,70,72,72,79,72,57,61,65,58,65,63,66,59,59,65,24,29,35,42,42,35,31,42,49,42,10,10,8,11,8,8,11,9,12,9,18,14,16,14,24,17,16,25,13,20,19398
616,类别1,768,584,395,100,189,75,86,66,100,71,59,75,84,64,88,72,58,49,67,51,62,52,51,62,60,37,36,20,44,31,43,38,50,55,41,6,11,10,5,12,7,7,11,16,15,20,14,14,30,16,16,15,20,20,24,19485
625,类别1,772,586,398,81,192,82,77,71,75,77,94,63,77,81,75,55,62,68,56,51,68,65,49,52,60,33,39,32,46,51,41,41,33,43,39,6,4,9,16,7,7,6,9,5,12,18,21,34,19,9,20,24,14,14,19,19795
635,类别1,744,650,402,99,188,71,74,74,75,71,68,76,68,83,84,60,60,64,76,78,70,44,62,71,65,53,41,39,33,47,37,35,36,37,44,5,16,16,9,6,13,7,8,10,9,21,13,13,25,21,24,17,13,18,23,20069
637,类别1,766,583,435,100,202,78,79,73,69,87,88,80,58,71,83,61,59,51,66,55,50,55,59,66,61,36,58,34,45,47,48,51,47,35,34,9,9,10,13,10,14,8,10,9,8,16,24,19,19,18,27,26,16,19,18,20110
639,类别1,779,587,416,98,229,77,77,71,85,95,91,73,74,67,69,67,52,57,61,46,71,49,63,74,47,48,36,41,46,39,30,38,49,48,41,8,9,7,17,8,9,14,8,10,8,14,26,25,29,26,25,20,16,26,22,20231
643,类别1,773,594,415,101,203,92,91,64,78,79,65,80,70,79,75,80,53,53,52,78,59,52,52,52,63,34,51,43,41,36,37,35,36,45,57,7,12,12,10,7,13,10,11,9,10,17,18,20,24,24,23,18,19,20,20,20371
644,类别1,770,607,361,95,198,69,67,78,61,88,59,85,87,96,80,62,56,55,66,58,65,53,63,64,65,38,38,33,30,33,35,41,39,39,35,11,14,12,8,7,12,8,9,4,10,23,16,12,28,22,18,14,20,22,23,20477
646,类别1,782,597,403,105,196,64,82,79,79,83,76,90,75,61,93,63,64,59,61,54,58,62,63,65,48,45,41,45,47,35,44,37,34,36,39,9,10,11,12,13,10,14,10,8,8,12,22,20,20,20,22,29,21,19,11,20548
651,类别1,770,583,361,118,194,87,66,75,74,73,66,81,76,78,94,76,59,63,47,45,58,56,65,52,62,36,33,33,38,49,31,34,39,35,33,16,5,12,20,12,12,11,7,14,9,19,20,19,23,20,22,15,13,20,23,20698
653,类别1,741,575,415,104,194,88,58,80,85,78,74,82,77,60,59,57,60,50,62,60,61,51,48,63,63,35,60,39,45,35,43,44,46,34,34,9,11,11,12,8,12,4,12,15,10,22,27,23,16,16,21,19,25,11,14,20705
657,类别1,747,616,455,89,187,73,70,84,77,79,66,63,91,78,66,69,73,56,57,62,65,47,67,62,58,42,52,54,43,33,46,51,45,37,52,12,12,7,6,7,9,8,12,9,7,23,22,15,12,13,28,23,14,17,20,20802
661,类别1,782,596,381,87,219,75,81,63,76,76,91,73,84,91,72,64,57,59,62,52,54,68,59,61,60,38,42,31,48,36,29,52,33,36,36,10,12,11,6,7,11,10,3,8,9,18,17,24,28,19,22,23,24,21,23,20878
662,类别1,773,612,390,99,204,63,90,74,74,80,81,69,88,75,79,67,70,61,53,67,56,52,68,51,67,32,31,31,25,40,53,46,47,34,51,11,7,10,15,9,4,13,10,6,14,23,12,26,19,14,21,19,28,17,25,20888
666,类别1,766,595,391,100,197,58,86,69,72,76,82,78,71,92,82,45,67,59,50,53,61,61,77,57,65,37,45,40,33,31,42,40,32,49,42,9,12,9,13,9,12,6,10,9,11,22,22,26,23,14,12,17,15,25,21,21005
668,类别1,767,579,381,97,194,82,74,71,80,85,78,69,76,74,78,66,59,55,48,53,72,63,59,49,55,46,36,36,41,36,27,39,49,30,41,9,9,8,9,9,7,8,11,8,19,17,15,20,20,19,18,24,21,17,23,21019
672,类别1,766,606,410,94,194,94,73,88,74,69,70,68,79,83,68,60,59,53,65,63,66,64,56,60,60,43,40,42,51,37,36,45,38,39,39,8,13,4,13,10,8,7,9,12,10,17,18,20,22,15,12,24,19,17,30,21146
673,类别1,766,572,375,92,203,70,80,75,67,83,79,75,66,91,80,49,57,58,57,47,68,53,63,57,63,40,41,45,40,39,31,36,29,35,39,10,6,8,8,7,8,9,12,12,12,23,23,22,21,15,17,22,28,17,15,21201
675,类别1,769,607,409,129,204,66,83,68,73,80,86,62,98,73,80,55,74,61,51,58,56,69,69,53,61,47,52,33,45,30,41,41,41,43,36,10,18,15,9,15,12,10,18,9,13,25,19,20,17,23,18,20,25,18,19,21232
684,类别1,780,592,422,100,187,66,77,71,83,80,92,80,79,64,88,63,61,68,52,59,63,62,58,50,56,52,52,43,38,50,37,30,35,38,47,10,4,11,13,6,10,9,9,15,13,17,20,17,22,19,16,18,25,17,16,21627
689,类别1,764,582,432,77,205,71,73,83,85,90,81,67,58,82,74,44,46,62,60,61,64,54,62,58,71,45,38,43,39,52,32,46,37,45,55,6,3,10,6,7,9,8,9,10,9,18,25,15,25,16,27,20,17,23,19,21673
690,类别1,773,596,427,106,215,79,67,82,97,87,83,73,60,79,66,54,55,50,74,67,51,64,67,66,48,43,47,40,49,54,43,33,41,40,37,14,7,10,14,13,11,10,7,15,5,19,20,20,21,22,22,20,26,27,18,21704
696,类别1,787,601,412,92,211,77,72,98,90,75,59,76,71,90,79,65,67,65,51,50,63,64,62,59,55,43,38,47,37,41,44,42,36,48,36,11,10,13,6,13,8,8,8,6,9,22,18,23,23,25,23,18,26,17,16,21840
702,类别1,773,582,434,129,223,57,79,79,59,97,82,81,77,80,82,72,48,53,58,51,56,55,75,55,59,49,41,32,49,34,37,63,45,45,39,15,10,15,13,16,17,12,11,10,10,24,26,24,30,23,21,17,22,15,21,22033
704,类别1,756,611,383,95,211,66,71,87,63,84,83,75,77,75,75,73,59,56,50,69,58,73,49,54,70,35,35,33,39,39,42,42,31,50,37,14,7,6,14,9,5,8,14,12,6,23,25,19,21,13,24,31,18,19,18,22072
708,类别1,769,608,393,104,225,75,85,73,72,69,82,89,74,61,89,66,63,59,73,54,60,41,64,67,61,33,31,50,37,38,22,46,43,43,50,8,12,11,10,14,11,5,9,12,12,33,26,29,15,22,22,13,19,22,24,22220
711,类别1,765,604,419,95,206,70,82,84,74,79,82,79,76,71,68,77,60,58,54,68,68,59,58,45,57,45,43,41,53,48,46,33,40,30,40,6,2,14,13,12,10,10,6,11,11,19,27,18,18,25,24,20,22,17,16,22330
712,类别1,787,601,394,92,189,86,93,71,70,92,76,78,70,79,72,53,82,57,62,56,62,62,55,58,54,28,41,33,41,41,46,34,42,48,40,12,10,10,9,6,5,11,11,9,9,22,17,14,40,18,16,11,15,19,17,22394
713,类别1,773,607,383,82,189,83,74,70,81,72,69,70,84,88,82,57,43,56,57,67,75,60,60,71,61,30,42,43,33,35,36,42,38,40,44,12,9,4,8,4,15,6,8,9,7,16,20,16,17,21,15,14,19,19,32,22406
720,类别1,742,580,397,101,171,67,76,73,63,80,63,73,74,81,92,68,59,55,62,65,60,53,60,47,51,36,39,43,38,30,41,37,47,45,41,14,8,9,9,10,12,7,7,15,10,11,13,20,14,21,14,27,17,18,16,22825
722,类别1,776,605,387,119,211,79,87,69,60,76,85,68,83,93,76,58,60,65,58,60,66,59,67,65,47,44,37,36,37,30,45,46,33,43,36,10,10,11,12,12,16,10,13,16,9,22,19,18,32,20,22,16,20,22,20,22969
725,类别1,776,589,455,72,189,69,73,91,80,82,64,81,77,77,82,47,57,51,75,69,52,58,69,53,58,47,38,37,47,42,53,41,50,42,58,7,8,8,5,7,5,10,7,9,6,19,17,17,25,19,20,17,21,17,17,23097
730,类别1,781,599,372,108,185,57,81,80,78,80,74,71,90,86,84,70,47,59,68,74,44,61,64,54,58,44,32,33,37,35,31,36,45,37,42,15,11,11,7,14,8,13,11,9,9,15,22,13,21,19,24,16,17,21,17,23223
733,类别1,747,652,389,104,191,71,65,72,85,68,60,75,76,85,90,70,72,56,64,68,46,58,73,85,60,42,35,43,34,38,46,44,35,32,40,12,8,17,11,11,9,9,10,9,8,17,13,17,22,19,22,16,16,17,32,23270
736,类别1,750,610,391,116,194,79,71,89,78,68,78,75,73,76,63,64,52,71,67,58,66,56,57,57,62,32,54,44,31,29,40,37,41,42,41,14,11,10,4,13,16,15,11,11,11,20,18,23,15,25,16,14,20,22,21,23366
739,类别1,762,583,381,98,192,77,69,60,65,73,79,99,74,83,83,47,56,57,62,56,61,69,63,53,59,48,43,37,30,40,47,39,29,33,35,6,9,13,16,14,9,5,9,7,10,15,26,25,23,22,16,17,17,13,18,23429
744,类别1,745,576,397,88,211,69,73,85,76,85,58,81,60,73,85,51,54,65,68,58,60,53,69,53,45,39,38,38,43,50,42,45,39,36,27,6,7,11,12,4,7,12,9,10,10,16,19,22,24,24,22,20,14,26,24,23600
747,类别1,757,620,418,111,194,77,81,88,66,86,67,77,70,66,79,81,73,58,59,63,50,52,73,54,57,42,44,50,38,42,42,44,37,34,45,10,16,15,8,8,12,12,12,9,9,9,24,29,15,18,17,14,25,20,23,23658
750,类别1,754,592,388,102,188,84,83,80,74,82,56,76,78,73,68,62,48,61,64,66,68,63,56,59,45,42,41,40,44,37,36,44,33,29,42,16,8,9,14,10,8,9,10,10,8,28,11,17,19,18,14,17,22,22,20,23685
756,类别1,716,587,397,88,216,82,48,80,79,73,75,72,62,79,66,56,57,53,50,67,56,60,66,51,71,43,45,34,44,34,44,44,45,31,33,10,7,10,8,7,4,8,9,10,15,25,19,15,19,27,25,26,19,24,17,23862
764,类别1,769,581,384,107,186,90,69,90,77,77,57,94,68,63,84,57,58,57,60,48,73,58,55,60,55,39,44,43,35,33,41,32,32,41,44,6,6,17,13,7,10,10,12,16,10,21,23,12,24,16,18,16,18,25,13,24257
766,类别1,779,589,408,89,220,67,82,76,78,78,87,88,71,87,65,56,58,57,52,62,79,55,69,53,48,40,36,47,37,46,35,31,50,39,47,9,14,9,14,9,7,6,9,7,5,24,23,15,29,19,25,22,19,22,22,24319
767,类别1,782,610,370,116,204,89,69,83,77,76,82,80,75,73,78,55,61,73,64,71,55,63,47,54,67,29,28,34,40,49,44,36,42,33,35,7,15,7,7,21,7,16,9,11,16,18,27,20,21,24,14,24,14,23,19,24339
769,类别1,783,606,421,104,198,90,60,82,88,84,71,80,77,74,77,69,71,64,48,65,66,61,47,54,61,41,47,35,37,40,41,49,45,39,47,13,7,11,11,7,10,14,8,12,11,22,19,14,25,18,16,24,13,30,17,24366
772,类别1,758,592,400,98,189,99,78,77,59,66,76,75,86,68,74,60,48,50,60,59,59,62,67,66,61,42,59,36,41,38,27,37,28,40,52,11,8,12,8,10,11,10,7,9,12,19,17,20,10,15,22,19,22,25,20,24443
783,类别1,725,609,400,93,218,70,67,83,66,79,75,75,71,68,71,52,67,55,66,53,73,61,66,58,58,42,45,42,41,41,39,34,38,42,36,12,10,5,8,10,4,10,15,9,10,13,32,22,11,20,20,25,20,23,32,24976
793,类别1,747,597,415,94,209,70,73,74,78,81,92,65,72,80,62,55,68,55,68,48,72,54,62,62,53,47,52,33,36,40,41,39,42,50,35,12,6,8,6,12,11,11,10,7,11,23,26,22,21,19,15,22,11,24,26,25209
801,类别1,744,636,408,87,192,70,66,76,69,83,81,84,60,66,89,60,62,58,60,65,66,73,61,70,61,33,48,36,44,42,29,37,47,41,51,10,10,5,9,10,10,9,15,4,5,16,20,16,17,14,27,26,15,18,23,25335
804,类别1,738,606,388,96,192,82,76,62,80,70,75,77,75,71,70,58,59,66,58,59,58,67,64,58,59,44,26,34,45,47,44,40,39,36,33,6,10,8,10,8,9,17,11,5,12,17,20,17,23,18,20,23,14,19,21,25422
806,类别1,781,589,391,106,195,86,79,75,80,96,69,83,76,64,73,49,50,58,53,69,56,52,56,62,84,33,29,36,45,48,28,42,43,41,46,13,9,11,12,9,15,11,5,12,9,23,24,20,20,23,19,19,15,13,19,25458
809,类别1,755,562,363,90,189,86,68,71,87,69,91,69,63,72,79,59,61,49,53,40,58,63,72,56,51,50,36,34,23,43,40,32,23,44,38,8,10,3,7,8,11,11,7,14,11,16,15,10,16,20,18,27,22,23,22,25507
817,类别1,755,592,373,107,166,76,97,58,78,75,83,84,73,62,69,54,57,40,57,54,54,66,71,70,69,38,30,40,32,49,51,30,43,34,26,11,10,14,9,9,12,10,8,14,10,15,14,15,19,21,16,15,16,22,13,25658
833,类别1,780,612,389,102,210,83,77,78,74,74,97,77,70,70,80,69,59,55,63,49,54,71,71,62,59,37,41,52,38,41,35,35,38,36,36,12,11,9,12,5,9,8,10,11,15,17,25,18,26,19,24,16,23,19,23,26255
836,类别1,747,651,395,91,210,64,70,89,77,78,75,64,65,88,77,70,66,65,85,55,66,61,66,56,61,41,32,32,44,49,38,48,33,42,36,10,11,11,8,8,13,10,7,9,4,25,19,16,22,22,27,18,14,29,18,26521
837,类别1,772,597,399,109,204,76,90,91,86,74,72,66,68,75,74,55,70,51,60,71,59,48,57,61,65,38,37,35,36,47,36,35,48,49,38,9,15,8,13,9,14,10,10,12,9,16,15,24,15,29,21,18,22,22,22,26527
840,类别1,772,605,402,83,203,71,71,69,81,78,85,75,90,70,82,61,61,74,46,61,62,61,63,63,53,49,42,41,46,32,40,44,40,31,37,8,9,9,5,9,11,5,6,14,7,20,21,19,27,16,20,20,17,27,16,26597
852,类别1,758,627,376,92,175,67,77,72,77,79,74,72,89,68,83,70,61,52,62,67,63,55,57,75,65,37,33,30,41,41,39,37,34,41,43,19,8,11,8,4,8,9,6,10,9,17,14,24,22,22,23,13,14,15,11,26974
858,类别1,767,621,397,101,223,78,71,100,77,67,72,80,67,81,74,51,61,73,63,51,64,56,63,68,71,39,37,35,43,41,36,31,34,56,45,8,4,13,10,14,9,10,10,8,15,22,23,19,20,16,22,27,22,24,28,27154
866,类别1,750,593,364,100,202,79,55,64,83,75,82,82,77,74,79,59,56,57,60,68,52,76,59,50,56,32,28,39,47,33,40,33,42,36,34,8,9,5,13,7,15,11,12,8,12,26,18,20,26,14,20,19,17,24,18,27432
867,类别1,761,625,384,87,219,77,77,91,78,73,67,71,90,69,68,43,74,74,62,49,85,60,59,64,55,44,42,36,26,37,48,34,34,31,52,6,13,9,10,6,8,6,14,6,9,28,24,22,23,13,19,21,17,25,27,27452
870,类别1,767,597,412,101,211,71,61,79,98,70,74,79,82,78,75,61,60,68,54,60,59,68,59,52,56,43,36,42,32,39,50,47,36,46,41,9,13,14,6,4,10,8,13,8,16,16,26,25,21,24,14,22,23,19,21,27566
874,类别1,758,593,395,95,215,80,81,86,64,79,80,87,75,62,64,65,55,59,55,56,48,62,62,65,66,50,32,38,44,35,35,46,34,37,44,6,7,9,11,11,6,16,11,6,12,20,20,15,23,23,32,22,20,21,19,27623
882,类别1,754,610,440,101,194,69,73,76,78,84,76,72,76,83,67,50,49,56,69,57,71,64,75,64,55,47,39,38,49,43,47,46,39,41,51,8,15,11,9,6,7,12,16,8,9,22,20,18,21,18,20,16,21,15,23,27882
885,类别1,784,606,402,107,228,82,77,84,74,58,85,86,76,75,87,56,65,63,59,66,59,55,80,54,49,47,35,39,37,40,32,35,54,44,39,11,14,10,12,11,14,14,5,8,8,32,28,26,15,28,16,22,21,16,24,27970
895,类别1,769,633,408,101,236,78,76,82,70,75,72,73,80,76,87,58,72,55,60,68,63,60,55,74,68,40,27,43,36,36,44,46,42,48,46,10,11,8,11,8,13,8,14,11,7,25,19,27,16,18,27,20,23,34,27,28308
896,类别1,770,592,395,90,201,88,69,91,75,73,63,83,82,70,76,66,85,55,66,56,40,49,64,54,57,31,45,48,51,46,35,33,29,44,33,12,9,8,6,11,11,7,7,10,9,26,24,17,12,21,18,21,20,27,15,28356
897,类别1,769,586,403,97,200,80,68,79,92,63,74,75,72,81,85,55,58,68,62,62,44,44,68,66,59,32,57,36,44,35,42,37,50,32,38,11,11,9,10,16,10,7,13,6,4,23,17,23,23,22,24,20,13,15,20,28383
899,类别1,776,595,402,106,203,75,67,76,79,87,62,83,83,71,93,65,57,47,70,61,62,65,57,61,50,45,39,48,37,49,33,38,50,32,31,10,7,8,16,10,12,11,14,10,8,22,22,24,14,20,22,19,22,17,21,28405
902,类别1,750,651,386,112,185,80,79,73,77,69,81,68,92,68,63,62,59,62,77,52,64,56,65,77,77,38,43,44,35,31,41,43,28,37,46,13,14,11,7,9,10,14,12,9,13,19,15,17,23,23,19,17,17,15,20,28573
904,类别1,765,587,409,83,221,81,70,81,65,78,72,76,85,80,77,59,55,52,61,64,63,65,59,53,56,53,28,43,31,45,50,39,48,40,32,7,12,9,7,11,10,8,9,6,4,22,22,25,34,20,20,15,27,18,18,28907
905,类别1,747,600,357,111,203,90,81,71,83,71,67,74,77,64,69,55,69,60,50,70,56,52,67,65,56,31,44,36,34,27,42,26,43,42,32,9,13,13,15,9,10,10,17,9,6,22,20,16,25,20,20,17,19,25,19,28936
908,类别1,775,617,382,117,224,81,71,61,65,88,82,84,83,71,89,65,68,76,59,56,54,61,64,62,52,38,45,29,41,41,41,33,40,36,38,16,2,13,10,11,14,13,9,16,13,20,31,22,23,12,26,23,21,23,23,29128
909,类别1,773,619,381,88,182,83,82,76,79,87,69,85,76,62,74,77,64,70,54,62,58,61,57,64,52,41,31,44,46,44,37,32,30,32,44,5,5,9,8,12,8,8,12,14,7,23,19,15,20,13,19,17,19,18,19,29134
910,类别1,777,590,415,108,234,79,68,88,89,73,70,64,78,91,77,47,51,68,57,72,55,51,61,70,58,43,37,54,36,51,41,47,38,35,33,13,11,12,10,12,8,6,13,12,11,27,19,27,27,24,28,27,19,17,19,29152
919,类别1,767,627,407,115,191,91,86,77,75,66,92,80,70,63,67,61,71,68,68,68,50,56,66,62,57,31,35,41,34,47,57,43,45,39,35,7,8,15,19,14,7,12,10,13,10,19,25,11,19,19,25,15,22,16,20,29476
921,类别1,776,604,372,98,205,80,62,71,76,78,93,91,72,81,72,54,74,63,52,58,54,56,72,60,61,39,37,44,34,32,32,38,42,41,33,12,1,14,14,7,15,13,9,5,8,28,22,19,19,22,25,12,22,16,20,29598
924,类别1,758,643,407,99,205,83,72,79,75,78,76,75,63,88,69,87,52,64,72,65,64,57,52,68,62,34,29,38,52,41,45,46,41,44,37,10,12,4,14,10,16,8,7,9,9,21,19,17,16,17,19,25,22,21,28,29694
926,类别1,772,617,413,88,231,83,83,71,71,80,78,80,88,74,64,66,57,64,57,56,59,71,65,69,53,47,46,38,58,35,40,47,26,32,44,6,9,9,8,7,6,8,12,10,13,19,21,24,26,23,20,19,30,24,25,29731
934,类别1,769,605,422,86,208,78,65,100,83,73,63,94,78,72,63,64,49,62,57,62,62,64,57,66,62,39,50,38,39,38,35,39,54,50,40,11,10,13,10,5,6,7,6,11,7,28,23,16,18,22,23,32,17,11,18,30231
940,类别1,762,627,408,96,208,86,68,75,72,75,71,73,83,82,77,65,60,65,48,74,51,73,66,76,49,30,41,50,33,39,43,37,53,43,39,11,16,3,10,7,12,6,12,8,11,13,18,29,27,14,19,21,20,21,26,30386
941,类别1,774,609,418,97,203,82,76,84,94,62,83,74,71,72,76,55,57,69,56,62,55,72,68,53,62,36,41,42,54,37,33,56,37,43,39,17,10,10,7,7,12,7,5,10,12,24,33,16,20,14,21,27,14,18,16,30423
944,类别1,780,593,393,96,205,68,84,82,74,67,72,85,81,85,82,62,55,58,52,60,68,52,68,58,60,43,33,37,36,36,43,45,41,41,38,18,11,10,11,11,4,9,4,11,7,22,17,17,19,19,16,28,15,28,24,30541
949,类别1,768,583,379,84,176,63,68,85,90,78,81,65,81,73,84,61,68,65,56,68,38,50,44,67,66,34,27,43,47,33,36,42,30,49,38,12,6,5,5,14,8,12,8,11,3,24,19,14,22,14,21,8,19,17,18,30754
952,类别1,767,607,439,100,172,88,73,73,79,62,87,83,73,70,79,61,57,73,62,48,63,64,57,46,76,48,43,43,44,41,51,41,39,48,41,13,13,11,4,11,7,10,8,10,13,18,15,17,17,15,17,17,20,21,15,30786
953,类别1,749,579,397,97,183,83,88,69,70,79,58,84,63,64,91,58,56,52,43,72,65,52,63,61,57,33,42,37,31,47,45,43,43,37,39,10,8,10,11,6,10,11,10,14,7,16,16,23,22,18,14,23,15,16,20,30856
954,类别1,754,624,373,103,186,78,71,86,86,77,68,75,71,67,75,64,71,50,50,60,76,55,58,82,58,44,42,44,37,42,42,33,30,25,34,10,7,11,9,13,11,16,8,10,8,21,23,18,17,12,18,18,18,18,23,30942
956,类别1,761,584,410,98,204,86,67,74,77,66,90,70,73,66,92,60,68,64,51,60,65,59,57,61,39,47,43,45,35,34,44,32,43,49,38,9,8,5,14,11,9,10,14,7,11,16,17,20,20,21,20,19,22,20,29,31000
960,类别1,781,598,416,107,192,81,79,77,77,71,78,69,86,87,76,58,70,48,69,46,69,60,69,54,55,27,46,54,44,36,40,43,45,39,42,9,17,12,7,13,14,9,8,9,9,16,19,22,18,20,19,21,20,20,17,31084
961,类别1,771,602,419,115,201,79,79,74,77,74,73,79,79,75,82,63,77,55,51,63,57,63,61,67,45,40,35,43,43,41,42,45,39,39,52,17,11,9,8,12,8,13,16,12,9,20,23,16,20,19,19,21,20,18,25,31095
962,类别1,762,604,398,115,193,76,61,89,75,70,75,68,89,76,83,49,67,53,57,74,51,68,55,66,64,34,43,41,44,53,26,40,40,41,36,6,16,14,11,17,12,12,9,8,10,18,24,27,18,18,18,20,19,18,13,31114
971,类别1,763,567,430,83,209,81,89,84,85,79,76,66,64,79,60,58,75,43,41,66,68,62,47,58,49,41,43,46,41,47,42,52,34,40,44,13,7,6,7,3,8,8,11,7,13,24,20,17,21,17,23,24,20,28,15,31409
973,类别1,787,605,432,94,174,83,99,72,73,69,80,70,92,74,75,52,60,63,68,63,47,63,60,64,65,34,61,43,39,35,50,47,38,39,46,8,11,11,12,11,8,12,5,11,5,14,22,15,21,12,20,15,14,22,19,31429
975,类别1,762,575,400,97,182,68,87,76,75,82,66,72,72,77,87,65,44,55,65,56,61,58,52,61,58,37,37,39,37,43,36,36,42,49,44,13,12,13,7,11,9,8,6,6,12,14,11,24,19,22,15,19,21,17,20,31487
977,类别1,769,603,380,96,216,71,73,69,75,74,85,97,77,72,76,63,57,62,59,57,60,75,61,51,58,36,37,23,35,43,48,28,33,48,49,12,7,5,10,8,11,10,15,6,12,21,25,18,28,26,21,20,19,19,19,31602
983,类别1,778,606,373,111,207,73,72,91,67,85,74,90,74,73,79,72,59,63,62,61,63,56,60,51,59,36,32,45,31,40,26,38,45,44,36,15,10,10,14,11,12,15,2,10,12,17,18,24,21,19,22,26,16,19,25,31791
984,类别1,745,591,407,117,189,85,77,64,85,94,69,68,65,75,63,60,56,59,62,66,53,54,59,60,62,34,41,46,41,42,37,39,45,41,41,12,12,13,13,14,12,10,6,14,11,20,17,20,15,19,27,16,20,18,17,31818
986,类别1,773,601,421,86,191,96,73,78,78,77,70,75,75,62,89,61,55,63,65,47,62,61,54,63,70,45,44,41,40,31,48,40,39,41,52,11,9,10,5,6,9,9,9,10,8,16,18,20,29,13,15,18,17,21,24,31939
987,类别1,769,621,436,98,193,76,86,81,78,77,68,82,74,72,75,68,57,62,49,67,74,53,58,67,66,52,40,44,40,44,44,35,55,37,45,8,10,12,10,10,12,5,6,12,13,19,16,22,15,18,19,22,19,15,28,31951
992,类别1,754,608,427,100,196,89,97,63,82,66,75,55,63,77,87,71,57,55,54,61,59,65,69,53,64,38,39,45,44,37,39,42,46,57,40,14,4,10,11,11,7,12,7,8,16,14,19,13,21,22,17,18,25,26,21,32114
998,类别1,780,602,410,103,193,75,76,83,84,76,79,62,82,92,71,58,57,62,61,61,63,64,57,64,55,25,36,45,40,50,39,50,44,32,49,9,7,14,13,8,7,16,12,6,11,22,12,22,20,22,23,20,16,20,16,32377
