订单号,聚类种类,食品区,饮料区,日用品区,电器区,礼品区,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,产生时刻
462,类别2,822,611,415,103,157,78,71,96,79,91,86,93,72,70,86,56,53,72,59,48,63,56,69,78,57,46,43,43,42,47,43,32,45,41,33,9,8,9,9,15,12,12,5,8,16,20,14,16,16,12,16,18,14,17,14,14702
465,类别2,845,630,444,97,191,75,91,81,88,98,92,78,80,78,84,68,59,54,58,71,71,55,58,79,57,38,48,57,49,49,40,45,42,38,38,7,10,13,14,7,14,8,8,8,8,19,14,13,28,16,10,17,25,27,22,14843
470,类别2,859,626,422,104,209,78,85,79,84,98,91,89,100,81,74,67,49,67,67,50,74,71,67,64,50,46,45,36,30,56,35,48,43,43,40,10,9,10,12,11,8,8,12,16,8,21,23,12,22,26,20,22,22,27,14,14921
493,类别2,833,570,424,88,201,76,82,85,76,89,88,86,76,86,89,50,67,65,56,59,48,54,49,61,61,31,46,41,43,44,47,42,52,32,46,8,17,6,6,8,8,9,10,9,7,20,23,22,22,19,16,22,16,16,25,15400
499,类别2,842,586,387,93,176,88,86,92,84,100,78,81,84,75,74,62,51,54,58,55,63,66,54,61,62,36,38,46,34,41,30,32,46,45,39,10,10,9,10,12,9,7,9,6,11,9,23,17,22,19,17,16,19,17,17,15505
507,类别2,846,602,420,104,222,75,76,90,86,86,90,87,83,85,88,61,59,62,55,55,65,64,73,56,52,43,35,42,45,45,45,36,55,29,45,9,12,8,10,16,11,5,11,12,10,23,28,30,17,23,18,20,27,18,18,15797
510,类别2,830,603,428,91,198,65,89,91,85,69,94,71,86,95,85,59,58,69,59,63,60,59,54,57,65,46,41,36,42,37,43,44,54,41,44,11,7,13,8,10,9,6,13,8,6,16,21,17,22,21,22,15,17,20,27,15953
524,类别2,827,598,422,89,195,84,86,83,82,76,86,84,82,84,80,55,75,53,62,57,57,47,71,70,51,47,32,35,40,35,40,45,47,59,42,8,8,9,8,7,9,9,11,8,12,13,22,20,19,22,16,19,15,22,27,16275
531,类别2,866,587,401,92,191,77,84,91,89,87,92,78,88,96,84,73,55,49,50,52,56,73,55,56,68,39,38,43,47,32,51,35,40,32,44,10,7,8,8,14,8,3,12,9,13,21,20,21,21,14,25,17,14,20,18,16610
533,类别2,831,604,414,92,212,80,85,82,91,91,93,67,74,82,86,56,60,56,61,58,69,66,62,65,51,35,48,44,47,49,39,40,33,41,38,7,11,7,9,10,6,11,7,13,11,27,22,18,19,26,17,18,23,27,15,16668
539,类别2,838,597,398,102,207,81,84,85,93,91,83,74,90,71,86,64,57,59,61,54,49,69,68,55,61,42,47,36,25,46,50,40,36,39,37,14,8,8,9,15,10,5,13,11,9,25,21,17,21,22,18,21,18,20,24,16821
542,类别2,819,601,407,79,200,86,75,84,79,84,86,79,78,84,84,63,57,52,58,66,70,61,55,70,49,36,28,50,48,41,35,44,38,49,38,13,11,6,9,9,3,12,7,4,5,16,23,23,20,17,27,24,12,25,13,16904
544,类别2,838,590,415,107,187,82,78,84,78,80,81,84,84,96,91,54,72,65,66,52,59,67,47,46,62,33,50,45,44,33,46,35,44,38,47,12,13,13,11,14,15,6,9,4,10,21,19,18,18,20,23,12,18,22,16,16927
556,类别2,831,590,391,95,198,93,95,80,75,74,86,82,79,84,83,56,68,66,58,58,50,72,51,55,56,35,45,47,32,37,52,33,33,33,44,8,10,9,8,10,7,7,11,14,11,18,19,13,29,24,15,23,17,18,22,17344
566,类别2,854,613,399,98,196,89,69,99,95,87,80,88,83,83,81,60,56,69,48,58,57,59,76,63,67,44,38,35,35,36,41,44,39,42,45,9,12,13,12,8,6,6,11,11,10,22,17,20,21,17,23,20,15,21,20,17649
568,类别2,818,598,415,92,216,89,80,80,82,97,79,63,84,78,86,41,65,59,59,58,64,73,62,63,54,38,42,45,44,48,34,42,34,44,44,11,10,5,10,6,13,9,10,9,9,19,15,17,17,31,21,21,30,24,21,17707
571,类别2,858,612,418,99,198,85,91,86,74,88,82,83,78,91,100,69,55,64,60,65,55,58,65,63,58,37,38,50,43,46,46,38,36,50,34,17,12,13,4,4,13,10,8,11,7,19,14,27,22,15,24,16,18,27,16,17825
574,类别2,847,571,364,100,194,81,83,75,84,87,79,97,100,95,66,64,61,61,57,45,57,72,46,56,52,49,37,33,33,36,32,35,43,38,28,7,13,12,10,12,6,10,9,10,11,13,22,14,22,20,31,13,21,22,16,17899
582,类别2,823,613,411,109,214,84,76,100,82,80,76,74,99,72,80,69,71,66,48,53,43,59,77,64,63,40,29,33,55,48,39,50,43,37,37,9,13,10,13,7,10,10,10,11,16,21,13,23,23,23,23,18,23,24,23,18277
583,类别2,866,623,398,91,200,89,91,89,88,71,85,89,97,81,86,57,56,63,53,66,71,76,60,65,56,49,40,35,49,38,43,28,31,46,39,7,6,9,10,10,13,10,11,7,8,25,14,13,20,22,26,19,25,22,14,18306
585,类别2,825,615,400,114,220,89,77,89,93,81,77,79,87,80,73,46,57,60,53,57,76,69,57,66,74,32,40,46,31,41,39,49,45,45,32,6,11,16,6,14,12,13,12,4,20,30,22,19,19,18,25,20,23,20,24,18376
601,类别2,858,578,387,119,208,85,80,83,72,78,95,92,100,83,90,57,62,48,59,62,62,52,53,65,58,41,36,46,37,46,38,38,30,42,33,14,13,11,16,11,11,9,14,8,12,21,23,16,21,25,19,17,18,25,23,18989
605,类别2,842,617,395,98,202,83,88,80,70,83,91,94,80,90,83,54,61,61,70,78,50,66,63,56,58,37,50,47,38,39,31,37,35,36,45,7,12,8,18,8,7,7,10,12,9,24,18,21,19,28,16,17,15,28,16,19086
608,类别2,851,614,387,103,183,69,84,93,86,94,80,75,96,83,91,68,57,52,55,69,65,65,52,64,67,33,36,35,40,45,40,38,44,43,33,9,13,8,10,9,14,10,12,9,9,6,24,11,29,18,26,23,11,17,18,19200
617,类别2,873,597,388,93,200,76,92,93,89,100,100,87,83,73,80,46,65,47,66,78,62,59,54,58,62,36,27,45,37,38,39,46,32,41,47,6,9,10,9,11,11,7,8,14,8,16,21,28,12,13,25,19,21,22,23,19543
620,类别2,858,590,375,117,204,80,90,81,74,89,87,93,76,100,88,56,52,65,56,53,58,67,63,67,53,38,39,35,43,29,44,35,34,40,38,10,12,12,8,15,11,10,20,10,9,25,17,20,25,22,24,23,20,15,13,19620
630,类别2,820,610,413,99,212,83,69,72,85,72,93,69,89,97,91,56,74,52,76,53,62,55,67,67,48,39,42,46,40,47,29,33,41,50,46,13,8,14,8,8,10,10,8,10,10,23,22,19,20,17,22,19,21,24,25,19923
631,类别2,838,585,421,98,241,68,84,91,84,90,64,87,97,80,93,63,52,62,54,62,60,59,63,52,58,37,27,53,47,42,47,32,48,37,51,11,8,8,9,5,10,13,13,9,12,25,38,19,25,20,26,22,22,25,19,19931
634,类别2,825,586,375,89,181,84,93,71,85,90,88,81,81,66,86,83,71,70,52,48,48,58,60,42,54,35,52,36,37,33,42,46,28,33,33,7,4,12,6,10,5,15,9,13,8,25,11,15,20,18,21,17,13,19,22,20056
650,类别2,823,607,415,116,232,80,78,77,83,83,79,83,93,81,86,56,60,56,54,64,63,66,70,64,54,53,49,37,38,43,47,40,38,31,39,14,8,15,13,12,8,15,9,9,13,22,24,19,25,21,29,31,17,17,27,20656
652,类别2,843,594,395,88,187,87,73,85,91,100,92,86,77,81,71,58,59,68,50,62,66,57,62,49,63,39,38,48,37,41,42,41,33,34,42,8,10,8,8,9,7,12,6,12,8,24,16,16,18,24,11,22,18,19,19,20702
659,类别2,830,599,365,104,209,77,90,61,98,88,77,80,90,79,90,61,42,54,60,75,71,79,52,52,53,28,43,26,47,30,26,40,51,38,36,18,9,11,7,6,10,13,16,3,11,22,29,24,15,23,25,16,17,23,15,20843
670,类别2,830,623,384,95,216,78,70,88,86,100,76,72,84,84,92,52,56,61,61,77,72,57,64,62,61,34,46,39,36,34,43,39,38,36,39,8,11,8,5,11,14,9,11,6,12,23,20,25,14,25,16,20,27,24,22,21096
674,类别2,833,626,420,101,196,91,81,72,85,94,68,94,83,89,76,77,56,67,60,68,47,69,59,66,57,39,49,51,31,45,49,52,38,29,37,10,14,9,8,8,9,10,11,12,10,14,14,18,21,25,19,21,16,23,25,21228
678,类别2,829,605,387,88,173,82,80,83,88,100,82,78,77,83,76,60,46,63,66,67,48,54,53,67,81,37,48,52,29,33,38,35,36,35,44,11,8,6,5,5,10,10,10,11,12,13,18,19,20,17,13,16,22,17,18,21370
686,类别2,847,633,391,87,184,87,68,96,69,75,99,89,92,91,81,78,58,64,66,58,50,70,66,54,69,48,30,40,46,37,36,39,48,37,30,6,11,4,11,10,11,6,4,16,8,25,11,24,20,20,12,18,17,23,14,21635
695,类别2,840,572,379,97,227,83,70,92,86,77,77,81,96,97,81,58,52,50,62,57,49,53,64,58,69,36,42,34,45,51,35,34,37,29,36,13,9,13,10,12,12,7,10,2,9,23,27,23,23,25,25,23,19,23,16,21838
709,类别2,823,589,388,78,238,87,80,79,84,76,81,91,87,81,77,56,64,54,68,64,65,46,59,53,60,35,35,39,45,31,48,39,45,31,40,7,10,4,10,11,10,5,8,8,5,19,23,19,24,26,27,26,31,25,18,22228
710,类别2,836,599,408,83,206,63,77,89,90,92,60,96,88,93,88,57,52,61,55,72,62,62,60,53,65,36,39,32,42,50,42,47,46,45,29,10,9,4,11,6,7,12,5,6,13,25,16,24,18,14,20,19,18,27,25,22247
716,类别2,842,628,435,100,171,100,87,83,100,76,72,71,91,74,88,63,71,61,65,58,71,69,54,53,63,45,44,49,48,38,43,43,42,37,46,13,12,6,14,10,8,12,6,10,9,20,19,25,18,10,12,14,22,12,19,22643
726,类别2,844,606,366,88,219,85,75,92,77,82,84,84,89,83,93,74,52,56,59,76,69,63,51,58,48,37,38,40,36,39,36,28,38,39,35,12,9,8,5,7,8,11,7,9,12,20,27,28,20,17,26,18,23,16,24,23105
728,类别2,827,613,391,107,206,70,80,87,83,79,79,77,86,88,98,61,68,57,67,63,66,65,51,62,53,33,58,43,39,26,41,34,33,48,36,13,11,13,11,6,11,3,10,13,16,25,24,21,17,13,23,27,21,21,14,23176
732,类别2,823,609,402,102,226,88,71,84,90,77,92,82,91,69,79,61,53,60,69,69,54,54,70,59,60,42,25,41,60,40,46,38,43,41,26,8,10,8,11,11,12,14,9,11,8,25,22,25,16,38,27,22,18,19,14,23268
734,类别2,826,610,380,93,198,73,81,96,88,64,73,82,83,95,91,68,65,66,66,47,69,52,57,58,62,23,44,45,37,39,40,47,35,39,31,7,8,9,9,5,15,13,7,13,7,21,19,20,20,20,20,26,11,20,21,23361
742,类别2,838,602,399,85,190,78,81,97,91,76,87,96,73,85,74,63,48,61,69,59,72,59,61,58,52,37,48,35,46,32,41,31,48,41,40,15,8,11,7,6,10,2,10,9,7,17,13,18,29,17,18,18,18,20,22,23524
748,类别2,856,567,378,92,184,80,83,94,77,88,89,62,90,93,100,64,73,55,62,59,61,46,54,50,43,41,35,38,33,32,31,39,47,39,43,9,13,10,5,9,11,11,7,4,13,16,21,14,16,16,20,16,20,21,24,23670
752,类别2,848,602,406,105,190,96,89,87,88,90,71,77,85,69,96,55,61,65,58,65,62,52,63,56,65,41,42,34,37,34,39,50,39,38,52,11,8,11,10,9,12,14,11,13,6,19,21,25,24,21,13,12,18,22,15,23725
755,类别2,823,582,397,100,221,87,76,83,73,81,92,77,73,90,91,60,57,61,47,53,77,50,58,57,62,35,39,45,37,45,35,41,38,41,41,5,6,14,9,10,13,8,9,8,18,27,19,20,24,24,21,16,30,21,19,23848
760,类别2,903,638,375,97,225,88,83,100,79,92,89,91,99,99,83,57,69,60,60,66,65,60,61,66,74,39,45,39,39,38,27,38,33,50,27,11,8,15,9,11,9,8,9,9,8,15,24,24,27,22,20,25,19,27,22,24101
761,类别2,839,571,414,96,201,76,85,74,98,90,96,58,75,87,100,55,38,60,63,59,73,60,53,51,59,42,31,37,49,30,45,38,62,40,40,12,10,10,11,4,11,10,4,9,15,17,16,16,24,14,27,19,26,19,23,24107
771,类别2,836,590,399,96,207,81,83,90,75,79,86,96,75,88,83,64,54,41,54,67,60,58,63,69,60,44,45,35,39,40,52,33,32,39,40,9,9,18,8,9,6,6,7,10,14,15,17,20,21,19,26,25,23,23,18,24436
773,类别2,827,616,404,94,196,92,77,100,82,82,79,97,54,78,86,58,61,51,82,52,58,63,71,61,59,48,37,38,37,42,49,52,43,24,34,9,7,8,12,10,12,9,11,11,5,14,18,18,27,22,17,19,27,18,16,24514
776,类别2,826,603,384,99,192,73,80,95,88,74,80,87,91,63,95,47,49,72,55,62,66,64,60,69,59,48,29,34,37,26,37,42,53,38,40,11,11,11,5,16,7,15,8,7,8,21,15,21,24,17,25,19,16,17,17,24744
785,类别2,845,618,386,94,212,74,83,86,78,81,92,94,82,100,75,59,61,55,48,54,75,66,73,64,63,38,36,39,37,41,28,53,35,40,39,11,11,6,9,13,7,12,9,11,5,27,25,11,20,24,16,24,25,21,19,25012
786,类别2,832,574,384,101,204,83,79,100,82,72,100,99,71,66,80,45,68,70,60,57,61,46,65,52,50,41,44,46,36,37,30,35,43,42,30,9,10,11,12,7,9,17,10,8,8,18,17,23,27,19,18,31,17,20,14,25018
789,类别2,818,610,403,83,174,74,90,84,79,88,88,74,85,74,82,54,58,71,50,61,67,59,71,60,59,39,45,45,32,38,43,47,44,39,31,9,10,5,10,7,9,7,9,9,8,18,20,15,19,18,25,14,12,15,18,25084
791,类别2,831,586,422,96,211,92,79,90,73,76,77,100,75,78,91,61,57,54,56,69,57,65,53,51,63,42,50,30,36,48,36,45,36,53,46,6,12,9,14,10,7,13,6,11,8,28,22,17,19,23,15,28,19,18,22,25109
812,类别2,854,605,408,89,178,82,90,75,95,91,80,73,83,92,93,65,54,85,63,54,62,51,50,53,68,41,40,38,41,46,38,43,49,30,42,12,9,4,9,12,14,7,11,8,3,19,22,18,22,11,12,21,20,14,19,25594
816,类别2,835,607,407,95,211,74,80,77,85,84,90,80,81,87,97,78,70,64,62,57,64,55,57,51,49,40,38,44,30,50,41,38,44,39,43,11,8,9,16,12,7,8,10,1,13,26,23,21,13,15,19,22,25,27,20,25640
819,类别2,819,603,431,108,193,73,76,80,85,89,83,68,93,89,83,64,67,48,70,57,48,54,59,60,76,46,43,43,35,45,39,52,43,33,52,13,13,11,6,8,12,13,11,6,15,22,18,17,17,15,21,21,22,24,16,25758
825,类别2,848,609,391,107,194,76,100,91,89,87,89,69,86,79,82,62,65,58,55,55,63,73,51,61,66,56,44,36,38,31,45,30,34,36,41,16,9,9,10,6,10,9,12,16,10,18,17,16,20,21,22,18,26,17,19,25950
828,类别2,884,619,416,102,205,88,82,84,100,100,91,73,94,92,80,58,47,84,56,63,62,66,59,61,63,42,45,46,43,34,38,39,41,42,46,8,10,13,13,10,6,11,13,12,6,25,10,19,17,22,24,24,24,19,21,26091
829,类别2,833,599,409,103,195,92,86,96,75,80,84,87,86,80,67,57,51,72,47,63,63,65,72,55,54,30,39,40,52,37,38,48,33,42,50,6,12,10,9,11,11,6,12,10,16,15,16,15,23,22,18,16,26,22,22,26150
841,类别2,835,616,398,95,204,96,90,85,81,76,70,87,80,85,85,70,62,61,77,64,50,62,62,67,41,48,33,22,39,41,39,58,47,41,30,15,6,5,10,9,11,10,13,6,10,30,14,20,19,34,19,20,17,13,18,26650
844,类别2,845,602,387,100,191,87,90,91,84,80,82,82,82,89,78,61,56,71,66,56,60,66,59,50,57,51,42,34,38,31,46,42,38,33,32,8,11,17,10,12,7,12,8,9,6,25,20,19,20,24,16,7,29,11,20,26807
848,类别2,856,560,418,91,220,95,83,90,84,77,85,93,82,86,81,62,50,54,58,58,64,63,46,47,58,34,52,39,44,36,42,42,40,43,46,7,15,14,6,7,6,7,14,9,6,29,18,25,22,19,18,24,22,25,18,26922
851,类别2,830,600,363,94,192,97,81,69,86,83,87,72,94,81,80,52,56,74,51,67,76,50,56,60,58,42,46,29,35,37,43,29,30,34,38,12,6,7,10,8,9,14,8,9,11,23,16,19,24,21,9,18,20,19,23,26933
853,类别2,842,557,396,106,209,69,89,79,93,81,89,90,78,89,85,56,50,65,58,54,44,57,71,49,53,46,41,34,43,32,46,36,34,41,43,10,9,12,13,7,13,14,12,5,11,19,29,26,20,16,26,19,20,15,19,26991
856,类别2,831,579,376,94,195,94,77,92,88,82,73,77,72,89,87,49,70,46,69,53,67,58,66,42,59,40,40,27,44,31,37,44,44,28,41,8,9,10,9,13,7,8,14,7,9,19,25,25,17,16,20,16,23,14,20,27066
859,类别2,833,607,397,86,202,76,80,78,76,84,83,95,88,78,95,57,55,58,63,66,52,68,59,69,60,48,50,38,48,39,37,31,36,27,43,10,11,11,9,9,6,10,9,5,6,20,24,18,22,21,29,22,17,16,13,27229
871,类别2,866,579,406,91,211,69,97,99,85,79,75,82,88,92,100,58,47,57,67,55,64,58,50,62,61,40,35,41,40,36,39,31,38,56,50,6,10,9,8,13,10,11,7,8,9,22,23,26,14,10,27,23,21,26,19,27580
872,类别2,824,596,392,103,207,75,79,86,85,85,80,90,88,72,84,67,66,48,56,62,43,81,54,55,64,39,42,41,37,32,36,35,37,47,46,12,11,12,14,11,9,10,2,11,11,19,15,19,16,24,21,14,30,23,26,27602
876,类别2,821,588,359,106,188,80,89,68,71,91,71,84,98,90,79,61,63,55,46,69,51,64,68,56,55,36,40,43,33,28,24,49,35,30,41,10,16,9,14,12,8,6,4,12,15,18,18,20,20,8,24,19,21,23,17,27649
884,类别2,861,620,401,106,193,92,88,79,100,94,77,78,80,93,80,57,62,72,70,41,61,61,67,66,63,34,41,39,41,33,49,32,38,44,50,6,13,13,8,8,12,12,10,15,9,15,26,11,13,18,24,27,22,21,16,27941
888,类别2,839,589,412,92,200,84,82,77,83,85,95,81,81,91,80,57,69,66,66,57,52,68,46,44,64,39,49,47,42,41,46,29,36,46,37,11,13,7,5,6,10,10,12,7,11,19,19,13,22,19,24,25,17,20,22,28200
889,类别2,861,624,418,84,209,79,86,98,89,91,80,90,82,85,81,68,63,63,45,64,55,58,60,72,76,41,55,35,28,45,45,47,47,39,36,6,9,10,7,7,10,6,9,14,6,21,28,20,13,20,17,25,23,25,17,28208
890,类别2,834,583,403,108,196,81,82,70,88,100,79,100,72,82,80,58,60,47,59,57,66,59,60,55,62,50,42,46,40,42,44,30,34,38,37,10,16,9,12,9,15,9,10,11,7,25,13,28,20,21,10,12,31,14,22,28217
898,类别2,829,591,402,125,183,82,78,71,74,75,82,100,89,86,92,61,60,55,58,57,51,53,62,75,59,40,32,63,43,32,46,37,41,31,37,12,9,12,17,16,16,14,10,13,6,16,20,16,15,17,18,20,21,25,15,28395
915,类别2,832,608,394,88,204,79,73,86,92,79,86,93,91,88,65,61,59,67,52,70,55,56,69,56,63,39,43,43,35,42,38,34,41,47,32,13,3,7,16,9,11,9,9,7,4,26,20,19,25,23,22,14,14,22,19,29323
916,类别2,827,600,377,93,181,87,97,77,75,83,93,82,76,79,78,56,55,46,61,66,71,63,56,56,70,34,42,33,42,32,27,44,43,45,35,6,6,6,15,9,10,6,8,13,14,16,16,20,18,20,17,22,17,17,18,29325
920,类别2,840,596,389,99,194,88,84,85,79,79,93,78,76,88,90,55,67,49,60,58,47,67,71,57,65,31,41,38,40,41,47,44,38,37,32,10,11,13,13,12,9,6,9,5,11,20,21,22,17,18,20,28,20,16,12,29532
946,类别2,838,565,367,99,186,70,91,87,89,94,75,72,94,100,66,53,55,44,49,58,60,64,64,60,58,34,43,41,39,42,39,29,39,26,35,9,13,14,9,14,7,7,6,13,7,24,15,22,23,23,18,16,13,19,13,30628
950,类别2,824,608,370,101,219,77,83,68,86,84,100,93,71,68,94,73,57,67,60,63,68,59,58,46,57,29,39,30,37,38,31,41,40,40,45,12,12,8,11,14,15,6,6,9,8,11,25,30,23,17,24,21,26,23,19,30770
964,类别2,820,588,389,104,211,80,78,89,70,83,73,77,87,96,87,65,62,55,70,59,54,56,57,64,46,46,38,47,44,38,34,48,32,33,29,16,16,9,12,6,9,6,7,12,11,19,22,23,17,15,27,36,18,16,18,31150
967,类别2,832,610,408,106,215,73,93,78,76,84,87,99,77,74,91,68,63,61,66,71,75,47,53,57,49,42,43,55,37,39,37,27,50,40,38,12,12,8,13,5,8,12,7,16,13,20,17,18,21,29,16,22,22,31,19,31221
969,类别2,839,599,396,98,206,75,99,83,78,91,89,81,76,85,82,63,70,51,56,51,59,73,59,54,63,41,39,38,40,35,43,35,32,52,41,7,9,15,7,9,11,13,10,6,11,21,16,22,17,23,21,18,26,23,19,31320
970,类别2,865,576,403,89,211,97,90,76,93,81,74,84,93,79,98,57,52,47,72,54,45,67,56,64,62,48,43,43,48,29,34,41,44,32,41,10,12,10,8,10,9,7,5,10,8,17,16,28,15,22,22,14,27,21,29,31372
976,类别2,826,600,370,99,198,85,77,86,89,61,82,86,93,91,76,57,58,59,50,65,59,71,59,59,63,31,39,46,31,34,40,38,34,30,47,6,10,14,13,10,9,9,9,8,11,19,22,22,25,14,17,23,9,20,27,31578
978,类别2,844,588,418,102,227,99,87,82,69,85,89,80,100,76,77,55,56,65,60,55,61,57,59,59,61,49,35,35,37,43,45,47,36,43,48,15,10,12,12,11,9,8,8,8,9,32,15,24,18,20,23,27,22,24,22,31662
1000,类别2,845,582,379,104,221,94,84,92,76,76,93,76,82,83,89,62,56,50,49,65,52,64,51,66,67,34,22,39,37,51,35,40,45,41,35,12,8,12,9,9,11,11,14,9,9,16,14,20,26,17,22,24,28,23,31,32391
